index,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
223,Harshal1982,Bjp ✌️,,171,7,355,0,"#IncredibleIndia 

That is really incredible..We are giving free vaccine to 1.5 billion people 

Dhanya Hai Mera Desh 🙏🙏🙏

#India #COVID19

@PMOIndia @BJP4India @INCIndia @timesofindia @IndiaToday @business @CNN @bbc @RT_com @UN @WHO @WhiteHouse45","['IncredibleIndia', 'India', 'COVID19']"
224,vicky21882545,爆料革命 拯救人类 一切已经开始💪,,860,230,10410,480,"#WarRoomPandemic, 2 Apr 2021
- 3rd Yan Report (link on my pinned tweet) composes of one opening statement (easy for layman) &amp; two point-point scientific responses to refute nature-origin of #COVID19 
- Scientific misinformation campaign is part of CCP’s #UnrestrictedBiowarfare https://t.co/U7pwgRNtS5",['WarRoomPandemic']
225,Zometa17,question with boldness,,480,213,14303,14,"""I am a little different from most academic infectious disease epidemiologists, as most of my collaborations are with public health departments."" My frank discussion of #COVID19 strategy with the smart and entertaining @VPrasadMDMPH at @UCSF. 
https://t.co/C3S2guGMT7",[]
226,iJjustine,**Bot** mostly tweeting useless things," Los Angeles, CA",7,42,251245,0,I accuse COVID19 of committing the crime in the on the bridge with the wrench!,[]
227,khnsz5,,"Jeddah, Kingdom of Saudi Arabi",0,28,1271,2,"How #COVID19 forced people to practice #Islam and live the Muslim way?  #Christianity #Judaism 

#مقاطعه_المنتجات_الفرنسيه158 https://t.co/nwxr9wSsxI","['COVID19', 'Islam', 'Christianity', 'Judaism', 'مقاطعه_المنتجات_الفرنسيه158']"
228,lovelovevie,,,0,0,223,0,"Hi @itamaraty_EN @CancilleriaARG @CancilleriaPeru @Minrel_Chile @SRE_mx @CancilleriaCol : The #COVID19 crisis demands global and regional unity. At WHO meetings, please raise your voice as Latin America and the Caribbean to support ACT-A and COVAX! #EndCOVIDforAll","['COVID19', 'EndCOVIDforAll']"
229,ameszimmer,Proud Mum of 2 boys & Drop-in receptionist. I tweet about: #AutismAcceptance #ADHD #Neurodiversity #SocialJustice things that make me 😂 & the #Raptors. She/Her,"Toronto, Ontario",1313,321,3214,208,"Government: “We’re committed to keeping people safe during #COVID19.”

Government:

          👨🏻
     👨🏻👨🏻👩🏼
  👨🏻👨🏻👩🏼👨🏻

People most affected by the virus:

👩🏿 👨🏾👨🏻‍🦳👩🏾‍🦽👵🏾
👳🏾‍♀️ 👵🏻🧕🏾🧔🏿👳🏾‍♂️",['COVID19']
230,MudhiMixture,"Bringing you the latest news, views and trends from in and around Odisha.","Orissa, India",63,64,1563,0,"#Odisha government has imposed a #NightCurfew and a host of other restrictions across western districts to contain the growing #COVID19 cases.

https://t.co/Hsnst9M5TS","['Odisha', 'NightCurfew', 'COVID19']"
231,Neelkhan0209,humanity?,,777,12334,154457,1,Shukriya for helping #COVID19 grove and party https://t.co/h3pJXorEs5,['COVID19']
232,dngarrett,Happy the man happy he alone he who calls today his own he who secure within can say tomorrow do thy worst for I have lived today. ps all opinions are my own,"Meath, Ireland",1438,509,19344,0,I see we have fallen behind the average EU vaccination rate now having been ahead of it initially #vaccinations #COVID19 #COVID19ireland #HSE #fffggrn https://t.co/Zij0CTP2HI,"['vaccinations', 'COVID19', 'COVID19ireland', 'HSE', 'fffggrn']"
233,EarthWizardInfo,Diet Success - Home Organization - Goals - Motivation - Survival Strategies,USA,31712,33243,218225,0,find out how the how the systems and services we depend on could fail. - learn to create a stockpile of food and water - visit https://t.co/bCbpRTb3Xs to find out about this BOOK #Covid19 #Covid_19 https://t.co/PPEowNVJDX https://t.co/vQXAQrsbBO,"['Covid19', 'Covid_19']"
234,KishorBalbudhey,"एक भारत!! श्रेष्ठ भारत!! 
राष्ट्रहित सर्वोपरी.........!!",,369,335,36031,2189,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
235,SprkJoy4BtrDays,Alberta Teacher 🎯 Working Mama 💖 Free-thinker 📚 @zerocovidcanada - Please sign our open letter: https://t.co/pNYkYxXOOa - @endcovid19 - @COVIDisAirborne,Stolen Treaty Land,5003,1046,49173,5,"Ontario reports more than 6,000 cases, 39 deaths the past two days; more than 2,000 variant cases reported in two days as #3rdWave continues to worsen  https://t.co/CXVZcBBmVa via @TorontoStar #COVID19 #onpoli",[]
236,Roo99627577,,,536,13,10756,3694,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
237,Soumya98472613,,,21,13,2725,4,"@DrRPNishank , sir rising cases of #Covid19 is matter of great worry , how can you ignore us soo much😡😡, is #india🇮🇳 developed enough , that only politics will be first priority??🤔 #cancelboardexams2021 #cancelcbseboards2021 @TheAnuragTyagi @narendramodi @PMOIndia https://t.co/6fmJvMc5Sa","['Covid19', 'india']"
238,nik_malakwen,Another Day.,Kenya,3543,3175,10070,56,"At the rate at which Despot Uhuru Kenyatta shows his childishness, if @WilliamsRuto got #COVID19 and died today, Despot Uhuru Kenyatta would be so happy and drunk that he would proclaim #COVID one of his major legacies and rename Mboya Avenue COVID19 Express. #RejectBBI",['COVID19']
239,blue_casey,"nana, feminist, retired social worker, no longer expecting the world to be fair and just, why can't we all just get along, too many morons to deal with",,233,104,6964,208,"Government: “We’re committed to keeping people safe during #COVID19.”

Government:

          👨🏻
     👨🏻👨🏻👩🏼
  👨🏻👨🏻👩🏼👨🏻

People most affected by the virus:

👩🏿 👨🏾👨🏻‍🦳👩🏾‍🦽👵🏾
👳🏾‍♀️ 👵🏻🧕🏾🧔🏿👳🏾‍♂️",['COVID19']
240,jsott7,"Woman Changemaker, mountain-biker, behavioral financier. Deliberately Minnesotan. Fan of #ImpactInvesting #IntegrativeHealth #Pay4Success #SustainableFinance",Minneapolis - Twin Cities area,2345,791,11417,14,"""I am a little different from most academic infectious disease epidemiologists, as most of my collaborations are with public health departments."" My frank discussion of #COVID19 strategy with the smart and entertaining @VPrasadMDMPH at @UCSF. 
https://t.co/C3S2guGMT7",[]
241,LizanneFoster,"I teach. I write. I am.

she/her","Surrey, B.C.",930,1827,13372,0,"DYK that @CDCofBC STILL doesn't acknowledge the aerosol spread of Covid? @CPHO_Canada warned about aerosolization of #COVID19 last Fall. 
BC's Covid response is being led by people who undermine the mask mandate &amp; deny virus aerosolization #bcpoli 
https://t.co/n5BAQYO6vE","['COVID19', 'bcpoli']"
242,fleurdelis30,Research on 🇨🇦’s Koch: #AureaFoundation #munkdebate #DonnerCanadianFoundation #DonnerFoundation,"Montréal, Québec",1250,1487,206919,1,"9) For the 11th day in a row, the number of #COVID19 outbreaks across Quebec has risen. The total is 819, up from 766 the day before. The number of clusters has jumped by 30 to 411 in the workplace, followed by 24 to 213 in schools.",['COVID19']
243,ForgetfuP,"influencer, certified Twitter gangster",,5001,2662,101057,3694,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
244,BusinessSme,,,230,74,2178,8,"Employees frequently use their cars for work and maybe paid a mileage allowance by their employer for doing so. 
#business #EarlyBiz #Accounting  #money #COVID19 #IncomeTax #HolySaturday #Easter2021 @SMEUKs @BizBritain @tweeting_uk  @UKCommGroup
Read More:-https://t.co/NK5IgZXOb2 https://t.co/XTmqZRjq9l",[]
245,a25632601,,,86,1,1916,153,"Ontario is reporting 3,009 cases of #COVID19 today and 3,089 cases reported yesterday. Today, there are 954 new cases in Toronto, 434 in Peel, 348 in York Region, 205 in Ottawa and 146 in Hamilton.

Over 59,100 tests were completed on April 2nd and over 62,300 tests on April 1st.",['COVID19']
246,amitjain002,,,142,502,163634,476,Salutations to @CMOMaharashtra for the straight talk and absolute transparency during his address to the people of #Maharashtra with regards to the current situation on #COVID19 &amp; plans to overcome the sharp rise in numbers-possible lockdown included. 🙏🙏🙏,[]
247,Shraddh88104030,,India,465,145,17132,2189,"I was stopped from visiting Kausa #COVID19 center (Thane). The center is abruptly closed, it's infrastructure stolen. I am now stopped to Expose this Ghotala and arrested and now taken to Kalva Police Station @BJP4Maharashtra @Dev_Fadnavis @BJP4India",['COVID19']
248,rocco_254,Loyalty  is everything✨🥴Always be happy for other people... Your time will come.,Hidden hills,139,52,40,56,"At the rate at which Despot Uhuru Kenyatta shows his childishness, if @WilliamsRuto got #COVID19 and died today, Despot Uhuru Kenyatta would be so happy and drunk that he would proclaim #COVID one of his major legacies and rename Mboya Avenue COVID19 Express. #RejectBBI",['COVID19']
249,TheHardCore125,"💌Goal is to create a safe environment.💞My Tweets in Like for RT & Comments.
RT 🔁RT 💚
DM Open for Friends always.♥️😍
welcome New Friends.🍹🤗",With You,4434,4477,96931,932,"Imagine—a scientist who tirelessly goes on TV at 5am &amp; 11pm almost everyday to explain #COVID19 &amp; do it unpaid &amp; suffer the wrath of anti-vax &amp; anti-mask trolls &amp; the hateful scorn of @FoxNews anchors—and do it for over a year...

That is Dr @PeterHotez ➡️ a national treasure. 👏 https://t.co/dwkQT90sdB",['COVID19']
250,JeanninePayne15,"Wife, mother of two fantastic sons, lover of animals, Love nature, 
Love--#Penzeysspices 
#PresidentBiden #VicePresidentHarris","Bartlesville, OK",3535,1588,61323,3694,"I cry for the people of Brazil 🇧🇷

#P1 is serious. The world better wake up. 

(HT @MaxCRoser &amp; @OurWorldInData) #COVID19 https://t.co/uradMAlJeN","['P1', 'COVID19']"
251,Waelhoussami64_,Be yourself,Beirut,3329,830,10402,41,"Palestinians received 100,000 doses of COVID19 vaccines donated by China.

So far, they rely on donations after Israel refused to vaccinate most of the 5 million Palestinians under its occupation/blockade.

Israel fully vaccinated: over 50%
Palestinians fully vaccinated: 0.14% https://t.co/rok6zhGjOb",[]
252,EdMills_89,Black Country | WBA Season Ticket Holder | Rock and Metal fan | NHS Employee | Cat Dad,Dudley,232,175,6340,210,"Mexico's masked Lucha wrestlers lent their support to the elderly at a #COVID19 vaccination site in Mexico City.

Watch more videos from Sky News: https://t.co/Te6c05Wa9u https://t.co/4EQMRWHoiq",['COVID19']
253,bayiskendr,🦅,,999,1400,320785,29,"Over 5️⃣0️⃣% of Europeans believe they have been exposed to #disinformation online, according to @EurobarometerEU. 

Detecting fake news can be difficult, even for experts. Verifying sources is key 👇 

💪Help stop the #COVID19 #infodemic 
#FactCheckingDay https://t.co/SXXSHERG0p",['disinformation']
254,Hamzakh29268770,,,21,0,110,326,#novoteforPTI  we studied all year like this .How would you consider that we are capable to do a neat and clean paper .😑#cancelboardexams2021 #cancelboardexams2021 #cancelboardexams2021 #novoteforPTI #COVID19 #novoteforPTI #novoteforPTI https://t.co/dhwA7zvYhp,['novoteforPTI']
255,Canuckgirl74,"Expect personal/TV tweets, and occasionally puppy pictures... 🐕 Also, if you're not watching Schitts Creek you really should be.","Ontario, Canada",1011,901,106484,793,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
256,nataliefinStC,,"Niagara, Ontario, Canada",160,108,571,793,"(Posted with permission)
47 y old teacher totally healthy.
#Covid19 +ve student contact.
Now intubated in ICU.
Explain why schools aren't safer.
Explain why teachers aren't vaccinated. 
Explain why essential workers now fill our ICUs in Ontario. 
Explain.",['Covid19']
257,mosdugu,"God fearing,proud child of the continent",Epz Athi river,354,79,2067,56,"At the rate at which Despot Uhuru Kenyatta shows his childishness, if @WilliamsRuto got #COVID19 and died today, Despot Uhuru Kenyatta would be so happy and drunk that he would proclaim #COVID one of his major legacies and rename Mboya Avenue COVID19 Express. #RejectBBI",['COVID19']
258,WarriorLymphoma,"Follicular Lymphoma survivor fighting for information, support and a cure",,42,2,49,3,"Has #COVID19 affected your career? #ASHCOVID

Submit a letter of intent for our ASH Research Restart Award to receive research funding to resume your work! Deadline is April 16. Apply today: https://t.co/RlSfwsoxO8 https://t.co/6Qr8jGwuS0","['COVID19', 'ASHCOVID']"
259,Wilkinsonjonny,"ICU Cons, FUSIC committee member POCUS, FOAMed + NW-POCUS💪 Editor: Ox. Handbook of Thoracic Anaesthesia & founder Critical Care Northampton. All views my own!!","Northampton, England",4237,9741,28872,0,"Here’s another #COVID19 view. This patient’s hypoxia was aided by CPAP and diuretics. More B’s = more fluid!

You can often see subtler US changes well before any CXR flags it. And forget the stethoscope when you have US!
 B-lines often clear with good diuresis. https://t.co/MXCSHfsUfI",['COVID19']
260,BusinessSme,,,230,74,2178,8,"In a recent Tax Tribunal case the judge agreed with #HMRC that a detailed breakdown of director loan #account transactions is required, including dates.

#business #EarlyBiz #Accounting  #money #COVID19 #IncomeTax  #Easter2021 @SFOSB @DSBD_SA 

Read More:- https://t.co/6cjPYLe2VU https://t.co/4VXAQduSjQ","['HMRC', 'account']"
261,CharismaAlasta1,"Third year college, ( undergraduate ), Psychology major.

EXIST WITH INTEGRITY, DIGNITY, LOYALTY, LOVE/COMPASSION, AND SO SWEETLY HERE TO HELP SAVE THE WORLD !",,4732,3783,377794,6,BIG BROTHER: The Authoritarian Policing Of Citizen’s Lives Is Now An Undeniable Accomplished Fact. We Have Entered An Orwellian Era - https://t.co/wOEd10VHxi https://t.co/PkMb8f7Gbk,[]
262,RCI_101,I Teach Politics and Research Environmental Governance | Occasional Podcaster | #Belfast | #cdnpoli | #LUFC,,1352,1540,27051,0,"Conservatives love to stress the concept of ""Personal Responsibility"" until it affect them. 

Here are the consequences - 6000 Infections in two days.

#cdnpoli #COVID19 

https://t.co/tbUSjcVFXN

via @GoogleNews","['cdnpoli', 'COVID19']"
263,tokwan_jeli,Tokwan Jeli,,2082,388,37256,23,"2. English  https://t.co/WwOYvN6Ecj

#COVID19 
#LindungDiriLindungSemua","['COVID19', 'LindungDiriLindungSemua']"
264,HPMohapatra,"Librarian, ICRR, Phulbani,
District I & PR Office, Kandhamal(Odisha)",Phulbani-762001,43,66,6053,21,"In view of recent surge in #Covid19 cases, State Govt has imposed Night Curfew in Sundargarh, Jharsuguda, Sambalpur, B'garh, Bolangir, Nuapada, K'handi, Nawarangpur, Koraput &amp; Malkangiri from 5th April from 10 PM to 5 AM. Movement for essential services are exempted from this. https://t.co/KzuwhZ32p4",['Covid19']
